ICAO,IATA,Airport,Location,Country,,AIRPORT_ID,AIRPORT_DETAILS
OIKR,RJN,Rafsanjan Airport,Rafsanjan,Iran,,,"OIKR/RJN - Rafsanjan Airport, Rafsanjan(Iran)"
OINR,RZR,Ramsar Airport,Ramsar,Iran,,,"OINR/RZR - Ramsar Airport, Ramsar(Iran)"
OIGG,RAS,Rasht Airport,Rasht,Iran,,,"OIGG/RAS - Rasht Airport, Rasht(Iran)"
OICS,SDG,Sanandaj Airport,Sanandaj,Iran,,,"OICS/SDG - Sanandaj Airport, Sanandaj(Iran)"
OIMC,CKT,Sarakhs Airport,Sarakhs,Iran,,,"OIMC/CKT - Sarakhs Airport, Sarakhs(Iran)"
OINZ,SRY,Dasht-E-Naz Airport,Sari,Iran,,,"OINZ/SRY - Dasht-E-Naz Airport, Sari(Iran)"
OISS,SYZ,Shiraz Intl Airport,Shiraz,Iran,,,"OISS/SYZ - Shiraz Intl Airport, Shiraz(Iran)"
OIKY,SYJ,Sirjan Airport,Sirjan,Iran,,,"OIKY/SYJ - Sirjan Airport, Sirjan(Iran)"
OIBS,SXI,Sirri Island Airport,Sirri Island,Iran,,,"OIBS/SXI - Sirri Island Airport, Sirri Island(Iran)"
OIMT,TCX,Tabas Airport,Tabas,Iran,,,"OIMT/TCX - Tabas Airport, Tabas(Iran)"
OITT,TBZ,Tabriz Intl Airport,Tabriz,Iran,,,"OITT/TBZ - Tabriz Intl Airport, Tabriz(Iran)"
OIIE,IKA,Imam Khomeini Intl Airport,Tehran,Iran,,,"OIIE/IKA - Imam Khomeini Intl Airport, Tehran(Iran)"
OIII,THR,Mehrabad Intl Airport,Tehran,Iran,,,"OIII/THR - Mehrabad Intl Airport, Tehran(Iran)"
OIYY,AZD,Shahid Sadooghi Airport,Yazd,Iran,,,"OIYY/AZD - Shahid Sadooghi Airport, Yazd(Iran)"
OIZB,ACZ,Zabol Airport,Zabol,Iran,,,"OIZB/ACZ - Zabol Airport, Zabol(Iran)"
OIZH,ZAH,Zahedan Intl Airport,Zahedan,Iran,,,"OIZH/ZAH - Zahedan Intl Airport, Zahedan(Iran)"
ORER,EBL,Erbil Intl,Arbil (Erbil),Iraq,,,"ORER/EBL - Erbil Intl, Arbil (Erbil)(Iraq)"
ORSU,ISU,Sulaymaniyah Intl,Sulaymaniyah,Iraq,,,"ORSU/ISU - Sulaymaniyah Intl, Sulaymaniyah(Iraq)"
EICM,GWY,Galway Airport,Carnmore,Ireland,,,"EICM/GWY - Galway Airport, Carnmore(Ireland)"
EIDL,CFN,Donegal Airport,Carrickfin,Ireland,,,"EIDL/CFN - Donegal Airport, Carrickfin(Ireland)"
EICK,ORK,Cork Intl Airport,Cork,Ireland,,,"EICK/ORK - Cork Intl Airport, Cork(Ireland)"
EIDW,DUB,Dublin Intl Airport,Dublin,Ireland,,,"EIDW/DUB - Dublin Intl Airport, Dublin(Ireland)"
EIKY,KIR,Kerry Airport,Farranfore,Ireland,,,"EIKY/KIR - Kerry Airport, Farranfore(Ireland)"
EICA,NNR,Connemara Regional Airport,Inverin,Ireland,,,"EICA/NNR - Connemara Regional Airport, Inverin(Ireland)"
EIKN,NOC,Knock Intl Airport,Knock,Ireland,,,"EIKN/NOC - Knock Intl Airport, Knock(Ireland)"
EINN,SNN,Shannon Airport,Shannon,Ireland,,,"EINN/SNN - Shannon Airport, Shannon(Ireland)"
EISG,SXL,Sligo Airport,Strandhill,Ireland,,,"EISG/SXL - Sligo Airport, Strandhill(Ireland)"
EIWF,WAT,Waterford Airport,Waterford,Ireland,,,"EIWF/WAT - Waterford Airport, Waterford(Ireland)"
LLBS,BEV,Teyman Airport,Beer Sheba,Israel,,,"LLBS/BEV - Teyman Airport, Beer Sheba(Israel)"
LLET,ETH,Eilat Airport (J. Hozman Airport),Eilat,Israel,,,"LLET/ETH - Eilat Airport (J. Hozman Airport), Eilat(Israel)"
LLEY,EIY,Ein Yahav Airfield,Ein Yahav,Israel,,,"LLEY/EIY - Ein Yahav Airfield, Ein Yahav(Israel)"
LLHA,HFA,Haifa Airport (U. Michaeli Airport),Haifa,Israel,,,"LLHA/HFA - Haifa Airport (U. Michaeli Airport), Haifa(Israel)"
LLMZ,MTZ,Masada Airfield (I. Bar-Yehuda Airfield),Masada,Israel,,,"LLMZ/MTZ - Masada Airfield (I. Bar-Yehuda Airfield), Masada(Israel)"
LLMR,MIP,Mitzpe Ramon Airfield,Mitzpe Ramon,Israel,,,"LLMR/MIP - Mitzpe Ramon Airfield, Mitzpe Ramon(Israel)"
LLOV,VDA,Ovda Intl Airport,Negev,Israel,,,"LLOV/VDA - Ovda Intl Airport, Negev(Israel)"
LLKS,KSW,Qiryat Shemona Airport,Qiryat Shemona,Israel,,,"LLKS/KSW - Qiryat Shemona Airport, Qiryat Shemona(Israel)"
LLIB,RPN,Rosh Pina Airport (Ben Ya'aqov Airport),Rosh-Pina,Israel,,,"LLIB/RPN - Rosh Pina Airport (Ben Ya'aqov Airport), Rosh-Pina(Israel)"
LLBG,TLV,Ben Gurion Intl Airport,Tel Aviv,Israel,,,"LLBG/TLV - Ben Gurion Intl Airport, Tel Aviv(Israel)"
LLSD,SDV,Sde Dov Airport (Dov Hoz Airport),Tel Aviv,Israel,,,"LLSD/SDV - Sde Dov Airport (Dov Hoz Airport), Tel Aviv(Israel)"
LIMG,ALL,Villanova d'Albenga Intl Airport (C. Panero Airport),Albenga,Italy,,,"LIMG/ALL - Villanova d'Albenga Intl Airport (C. Panero Airport), Albenga(Italy)"
LIEA,AHO,Alghero Airport,Alghero,Italy,,,"LIEA/AHO - Alghero Airport, Alghero(Italy)"
LIPY,AOI,Ancona Falconara Airport (Raffaello Sanzio Airport),Ancona,Italy,,,"LIPY/AOI - Ancona Falconara Airport (Raffaello Sanzio Airport), Ancona(Italy)"
LIMW,AOT,Aosta Airport (Corrado Gex Airport),Aosta,Italy,,,"LIMW/AOT - Aosta Airport (Corrado Gex Airport), Aosta(Italy)"
LIBD,BRI,Palese Macchie Airport,Bari,Italy,,,"LIBD/BRI - Palese Macchie Airport, Bari(Italy)"
LIDB,BLX,Belluno Airport,Belluno,Italy,,,"LIDB/BLX - Belluno Airport, Belluno(Italy)"
LIME,BGY,Orio al Serio Intl Airport,Bergamo,Italy,,,"LIME/BGY - Orio al Serio Intl Airport, Bergamo(Italy)"
LIPE,BLQ,Aeroporto G. Marconi di Bologna,Bologna,Italy,,,"LIPE/BLQ - Aeroporto G. Marconi di Bologna, Bologna(Italy)"
LIPB,BZO,Bolzano Dolomiti Airport,Bolzano,Italy,,,"LIPB/BZO - Bolzano Dolomiti Airport, Bolzano(Italy)"
LIPO,VBS,Montichiari Airport,Brescia,Italy,,,"LIPO/VBS - Montichiari Airport, Brescia(Italy)"
LIBR,BDS,Casale Airport,Brindisi,Italy,,,"LIBR/BDS - Casale Airport, Brindisi(Italy)"
LIEE,CAG,Cagliari - Elmas Airport,Cagliari,Italy,,,"LIEE/CAG - Cagliari - Elmas Airport, Cagliari(Italy)"
LIPD,UDN,Campoformido Airport,Campoformido / Udine,Italy,,,"LIPD/UDN - Campoformido Airport, Campoformido / Udine(Italy)"
LICC,CTA,Catania-Fontanarossa Airport (Catania Intl Airport),Catania,Italy,,,"LICC/CTA - Catania-Fontanarossa Airport (Catania Intl Airport), Catania(Italy)"
LIBC,CRV,Crotone Airport (S. Anna Airport),Crotone,Italy,,,"LIBC/CRV - Crotone Airport (S. Anna Airport), Crotone(Italy)"
LIMZ,CUF,Cuneo Levaldigi Airport,Cuneo,Italy,,,"LIMZ/CUF - Cuneo Levaldigi Airport, Cuneo(Italy)"
LIRQ,FLR,A. Vespucci Florence Airport,Florence (Firenze),Italy,,,"LIRQ/FLR - A. Vespucci Florence Airport, Florence (Firenze)(Italy)"
LIBF,FOG,Gino Lisa Airport,Foggia,Italy,,,"LIBF/FOG - Gino Lisa Airport, Foggia(Italy)"
LIPK,FRL,Forli Airport (L. Ridolfi Airport),Forl,Italy,,,"LIPK/FRL - Forli Airport (L. Ridolfi Airport), Forl(Italy)"
LIMJ,GOA,Genoa Cristoforo Colombo Airport,Genoa (Genova),Italy,,,"LIMJ/GOA - Genoa Cristoforo Colombo Airport, Genoa (Genova)(Italy)"
LIRS,GRS,Grosseto Airport,Grosseto,Italy,,,"LIRS/GRS - Grosseto Airport, Grosseto(Italy)"
LICA,SUF,Lamezia Terme Intl Airport,"Lamezia Terme, Catanzaro",Italy,,,"LICA/SUF - Lamezia Terme Intl Airport, Lamezia Terme, Catanzaro(Italy)"
LICD,LMP,Lampedusa Airport,Lampedusa,Italy,,,"LICD/LMP - Lampedusa Airport, Lampedusa(Italy)"
LIRL,QLT,Latina Airport,Latina,Italy,,,"LIRL/QLT - Latina Airport, Latina(Italy)"
LIBN,LCC,Lecce Airport,Lecce,Italy,,,"LIBN/LCC - Lecce Airport, Lecce(Italy)"
LIQL,LCV,Tassignano Airport,Lucca,Italy,,,"LIQL/LCV - Tassignano Airport, Lucca(Italy)"
LIRJ,EBA,Aeroporto Marina di Campo,"Marina di Campo, Elba",Italy,,,"LIRJ/EBA - Aeroporto Marina di Campo, Marina di Campo, Elba(Italy)"
LIML,LIN,Linate Airport,Milan,Italy,,,"LIML/LIN - Linate Airport, Milan(Italy)"
LIMC,MXP,Malpensa Intl Airport,Milan,Italy,,,"LIMC/MXP - Malpensa Intl Airport, Milan(Italy)"
LIRN,NAP,Naples Intl Airport (Capodichino Airport),Naples,Italy,,,"LIRN/NAP - Naples Intl Airport (Capodichino Airport), Naples(Italy)"
LIEO,OLB,Olbia - Costa Smeralda Airport,Olbia,Italy,,,"LIEO/OLB - Olbia - Costa Smeralda Airport, Olbia(Italy)"
LICJ,PMO,Palermo Intl Airport,Palermo / Punta Raisi,Italy,,,"LICJ/PMO - Palermo Intl Airport, Palermo / Punta Raisi(Italy)"
LICG,PNL,Pantelleria Airport,"Pantelleria, Trapani",Italy,,,"LICG/PNL - Pantelleria Airport, Pantelleria, Trapani(Italy)"
LIMP,PMF,Parma Airport (G. Verdi Airport),Parma,Italy,,,"LIMP/PMF - Parma Airport (G. Verdi Airport), Parma(Italy)"
LIRZ,PEG,San Egidio Airport,Perugia,Italy,,,"LIRZ/PEG - San Egidio Airport, Perugia(Italy)"
LIBP,PSR,Abruzzo Intl Airport,Pescara,Italy,,,"LIBP/PSR - Abruzzo Intl Airport, Pescara(Italy)"
LIRP,PSA,Galileo Galilei Airport (Pisa Intl Airport),Pisa,Italy,,,"LIRP/PSA - Galileo Galilei Airport (Pisa Intl Airport), Pisa(Italy)"
LIDR,RAN,Ravenna Airport,Ravenna,Italy,,,"LIDR/RAN - Ravenna Airport, Ravenna(Italy)"
LICR,REG,Reggio Calabria Airport,Reggio Calabria,Italy,,,"LICR/REG - Reggio Calabria Airport, Reggio Calabria(Italy)"
LIPR,RMI,Federico Fellini Intl Airport,Rimini,Italy,,,"LIPR/RMI - Federico Fellini Intl Airport, Rimini(Italy)"
LIRF,FCO,Fiumicino (Leonardo Da Vinci Intl Airport),Rome,Italy,,,"LIRF/FCO - Fiumicino (Leonardo Da Vinci Intl Airport), Rome(Italy)"
LIRA,CIA,Ciampino Airport (Giovan Battista Pastine),Rome,Italy,,,"LIRA/CIA - Ciampino Airport (Giovan Battista Pastine), Rome(Italy)"
LIPQ,TRS,Friuli Venezia Giulia Airport (Trieste Ronchi dei Legionari,Ronchi dei Legionari / Trieste,Italy,,,"LIPQ/TRS - Friuli Venezia Giulia Airport (Trieste Ronchi dei Legionari, Ronchi dei Legionari / Trieste(Italy)"
LIQS,SAY,Siena Airport,Siena,Italy,,,"LIQS/SAY - Siena Airport, Siena(Italy)"
LIBG,TAR,Grottaglie Airport,Taranto,Italy,,,"LIBG/TAR - Grottaglie Airport, Taranto(Italy)"
LIET,TTB,Tortoli - Arbatax Airport,Tortoli,Italy,,,"LIET/TTB - Tortoli - Arbatax Airport, Tortoli(Italy)"
LICT,TPS,Vincenzo Florio Airport (Birgi Airport),Trapani,Italy,,,"LICT/TPS - Vincenzo Florio Airport (Birgi Airport), Trapani(Italy)"
LIPH,TSF,Treviso Airport (Sant'Angelo Airport),Treviso,Italy,,,"LIPH/TSF - Treviso Airport (Sant'Angelo Airport), Treviso(Italy)"
LIMF,TRN,Torino Caselle Airport (Turin Intl Airport),Turin (Torino),Italy,,,"LIMF/TRN - Torino Caselle Airport (Turin Intl Airport), Turin (Torino)(Italy)"
LIPZ,VCE,Marco Polo Venice Airport,Venice (Venezia),Italy,,,"LIPZ/VCE - Marco Polo Venice Airport, Venice (Venezia)(Italy)"
LIPX,VRN,Verona Airport ( Valerio Catullo),Verona,Italy,,,"LIPX/VRN - Verona Airport ( Valerio Catullo), Verona(Italy)"
LIPT,VIC,Vicenza Trissino Airport,Vicenza,Italy,,,"LIPT/VIC - Vicenza Trissino Airport, Vicenza(Italy)"
DIAU,OGO,Abengourou,Abengourou,Ivory Coast,,,"DIAU/OGO - Abengourou, Abengourou(Ivory Coast)"
DIAP,ABJ,Felix Houphouet-Boigny,Abidjan,Ivory Coast,,,"DIAP/ABJ - Felix Houphouet-Boigny, Abidjan(Ivory Coast)"
DIBU,BDK,Soko,Bondoukou,Ivory Coast,,,"DIBU/BDK - Soko, Bondoukou(Ivory Coast)"
DIBK,BYK,Bouake,Bouake,Ivory Coast,,,"DIBK/BYK - Bouake, Bouake(Ivory Coast)"
DIBN,BQO,Tehini,Bouna,Ivory Coast,,,"DIBN/BQO - Tehini, Bouna(Ivory Coast)"
DIBI,BXI,Boundiali,Boundiali,Ivory Coast,,,"DIBI/BXI - Boundiali, Boundiali(Ivory Coast)"
DIDL,DJO,Daloa,Daloa,Ivory Coast,,,"DIDL/DJO - Daloa, Daloa(Ivory Coast)"
DIDK,DIM,Dimbokro Ville,Dimbokro,Ivory Coast,,,"DIDK/DIM - Dimbokro Ville, Dimbokro(Ivory Coast)"
DIFK,FEK,Ferkessedougou,Ferkessedougou,Ivory Coast,,,"DIFK/FEK - Ferkessedougou, Ferkessedougou(Ivory Coast)"
DIGN,BBV,Nero-Mer,Grand Bereby,Ivory Coast,,,"DIGN/BBV - Nero-Mer, Grand Bereby(Ivory Coast)"
DIGL,GGO,Guiglo,Guiglo,Ivory Coast,,,"DIGL/GGO - Guiglo, Guiglo(Ivory Coast)"
DIKO,HGO,Korhogo,Korhogo,Ivory Coast,,,"DIKO/HGO - Korhogo, Korhogo(Ivory Coast)"
DIMN,MJC,Man,Man,Ivory Coast,,,"DIMN/MJC - Man, Man(Ivory Coast)"
DIOD,KEO,Odienne,Odienne,Ivory Coast,,,"DIOD/KEO - Odienne, Odienne(Ivory Coast)"
DIOF,OFI,Ouango Fitini,Ouango Fitini,Ivory Coast,,,"DIOF/OFI - Ouango Fitini, Ouango Fitini(Ivory Coast)"
DISP,SPY,San Pedro,San Pedro,Ivory Coast,,,"DISP/SPY - San Pedro, San Pedro(Ivory Coast)"
DISS,ZSS,Sassandra,Sassandra,Ivory Coast,,,"DISS/ZSS - Sassandra, Sassandra(Ivory Coast)"
DITB,TXU,Tabou,Tabou,Ivory Coast,,,"DITB/TXU - Tabou, Tabou(Ivory Coast)"
DITM,TOZ,Mahana,Touba,Ivory Coast,,,"DITM/TOZ - Mahana, Touba(Ivory Coast)"
DIYO,ASK,Yamoussoukro,Yamoussoukro,Ivory Coast,,,"DIYO/ASK - Yamoussoukro, Yamoussoukro(Ivory Coast)"
MKJP,KIN,Norman Manley Intl,Kingston,Jamaica,,,"MKJP/KIN - Norman Manley Intl, Kingston(Jamaica)"
MKJS,MBJ,Sangster Intl,Montego Bay,Jamaica,,,"MKJS/MBJ - Sangster Intl, Montego Bay(Jamaica)"
RJGG,NGO,Chubu Intl Airport (Centrair),Aichi,Japan,,,"RJGG/NGO - Chubu Intl Airport (Centrair), Aichi(Japan)"
RJNA,NKM,Nagoya Airport (Komaki),Aichi,Japan,,,"RJNA/NKM - Nagoya Airport (Komaki), Aichi(Japan)"
RJSK,AXT,Akita Airport,Akita,Japan,,,"RJSK/AXT - Akita Airport, Akita(Japan)"
RJSR,ONJ,Odate-Noshiro Airport,Akita,Japan,,,"RJSR/ONJ - Odate-Noshiro Airport, Akita(Japan)"
RJSA,AOJ,Aomori Airport,Aomori,Japan,,,"RJSA/AOJ - Aomori Airport, Aomori(Japan)"
RJAA,NRT,Narita Intl Airport,Chiba,Japan,,,"RJAA/NRT - Narita Intl Airport, Chiba(Japan)"
RJOM,MYJ,Matsuyama Airport,Ehime,Japan,,,"RJOM/MYJ - Matsuyama Airport, Ehime(Japan)"
RJNF,FKJ,Fukui Airport,Fukui,Japan,,,"RJNF/FKJ - Fukui Airport, Fukui(Japan)"
RJFF,FUK,Fukuoka Airport,Fukuoka,Japan,,,"RJFF/FUK - Fukuoka Airport, Fukuoka(Japan)"
RJFR,KKJ,New Kitakyushu Airport,Fukuoka,Japan,,,"RJFR/KKJ - New Kitakyushu Airport, Fukuoka(Japan)"
RJSF,FKS,Fukushima Airport,Fukushima,Japan,,,"RJSF/FKS - Fukushima Airport, Fukushima(Japan)"
RJOA,HIJ,Hiroshima Airport,Hiroshima,Japan,,,"RJOA/HIJ - Hiroshima Airport, Hiroshima(Japan)"
RJCN,SHB,Nakashibetsu Airport,Hokkaido,Japan,,,"RJCN/SHB - Nakashibetsu Airport, Hokkaido(Japan)"
RJCK,KUH,Kushiro Airport,Hokkaido,Japan,,,"RJCK/KUH - Kushiro Airport, Hokkaido(Japan)"
RJCC,CTS,New Chitose Airport,Hokkaido,Japan,,,"RJCC/CTS - New Chitose Airport, Hokkaido(Japan)"
RJCM,MMB,Memanbetsu Airport,Hokkaido,Japan,,,"RJCM/MMB - Memanbetsu Airport, Hokkaido(Japan)"
RJER,RIS,Rishiri Airport,Hokkaido,Japan,,,"RJER/RIS - Rishiri Airport, Hokkaido(Japan)"
RJEC,AKJ,Asahikawa Airport,Hokkaido,Japan,,,"RJEC/AKJ - Asahikawa Airport, Hokkaido(Japan)"
RJEB,MBE,Monbetsu Airport (Okhotsk-Monbetsu),Hokkaido,Japan,,,"RJEB/MBE - Monbetsu Airport (Okhotsk-Monbetsu), Hokkaido(Japan)"
RJCR,RBJ,Rebun Airport,Hokkaido,Japan,,,"RJCR/RBJ - Rebun Airport, Hokkaido(Japan)"
RJCH,HKD,Hakodate Airport,Hokkaido,Japan,,,"RJCH/HKD - Hakodate Airport, Hokkaido(Japan)"
RJCW,WKJ,Wakkanai Airport,Hokkaido,Japan,,,"RJCW/WKJ - Wakkanai Airport, Hokkaido(Japan)"
RJCB,OBO,Obihiro Airport (Tokachi-Obihiro),Hokkaido,Japan,,,"RJCB/OBO - Obihiro Airport (Tokachi-Obihiro), Hokkaido(Japan)"
RJEO,OIR,Okushiri Airport,Hokkaido,Japan,,,"RJEO/OIR - Okushiri Airport, Hokkaido(Japan)"
RJOO,ITM,Osaka Intl Airport (Itami),Hyogo,Japan,,,"RJOO/ITM - Osaka Intl Airport (Itami), Hyogo(Japan)"
RJBE,UKB,Kobe Airport,Hyogo,Japan,,,"RJBE/UKB - Kobe Airport, Hyogo(Japan)"
RJNW,NTQ,Noto Airport,Ishikawa,Japan,,,"RJNW/NTQ - Noto Airport, Ishikawa(Japan)"
RJSI,HNA,Hanamaki Airport,Iwate,Japan,,,"RJSI/HNA - Hanamaki Airport, Iwate(Japan)"
RJOT,TAK,Takamatsu Airport,Kagawa,Japan,,,"RJOT/TAK - Takamatsu Airport, Kagawa(Japan)"
RJFG,TNE,Tanegashima Airport,Kagoshima,Japan,,,"RJFG/TNE - Tanegashima Airport, Kagoshima(Japan)"
RJKN,TKN,Tokunoshima Airport,Kagoshima,Japan,,,"RJKN/TKN - Tokunoshima Airport, Kagoshima(Japan)"
RJKI,KKX,Kikai Airport,Kagoshima,Japan,,,"RJKI/KKX - Kikai Airport, Kagoshima(Japan)"
RJFK,KOJ,Kagoshima Airport,Kagoshima,Japan,,,"RJFK/KOJ - Kagoshima Airport, Kagoshima(Japan)"
RJKA,ASJ,Amami Airport,Kagoshima,Japan,,,"RJKA/ASJ - Amami Airport, Kagoshima(Japan)"
RJFC,KUM,Yakushima Airport,Kagoshima,Japan,,,"RJFC/KUM - Yakushima Airport, Kagoshima(Japan)"
RJKB,OKE,Okinoerabu Airport,Kagoshima,Japan,,,"RJKB/OKE - Okinoerabu Airport, Kagoshima(Japan)"
RORY,RNJ,Yoron Airport,Kagoshima,Japan,,,"RORY/RNJ - Yoron Airport, Kagoshima(Japan)"
RJOK,KCZ,Kochi Airport,Kochi,Japan,,,"RJOK/KCZ - Kochi Airport, Kochi(Japan)"
RJFT,KMJ,Kumamoto Airport,Kumamoto,Japan,,,"RJFT/KMJ - Kumamoto Airport, Kumamoto(Japan)"
RJSS,SDJ,Sendai Airport,Miyagi,Japan,,,"RJSS/SDJ - Sendai Airport, Miyagi(Japan)"
RJFM,KMI,Miyazaki Airport,Miyazaki,Japan,,,"RJFM/KMI - Miyazaki Airport, Miyazaki(Japan)"
RJAF,MMJ,Matsumoto Airport,Nagano,Japan,,,"RJAF/MMJ - Matsumoto Airport, Nagano(Japan)"
RJFE,FUJ,Goto-Fukue Airport,Nagasaki,Japan,,,"RJFE/FUJ - Goto-Fukue Airport, Nagasaki(Japan)"
RJDT,TSJ,Tsushima Airport,Nagasaki,Japan,,,"RJDT/TSJ - Tsushima Airport, Nagasaki(Japan)"
RJDB,IKI,Iki Airport,Nagasaki,Japan,,,"RJDB/IKI - Iki Airport, Nagasaki(Japan)"
RJFU,NGS,Nagasaki Airport,Nagasaki,Japan,,,"RJFU/NGS - Nagasaki Airport, Nagasaki(Japan)"
RJSD,SDS,Sado Airport,Niigata,Japan,,,"RJSD/SDS - Sado Airport, Niigata(Japan)"
RJSN,KIJ,Niigata Airport,Niigata,Japan,,,"RJSN/KIJ - Niigata Airport, Niigata(Japan)"
RJFO,OIT,Oita Airport,Oita,Japan,,,"RJFO/OIT - Oita Airport, Oita(Japan)"
RJOB,OKJ,Okayama Airport,Okayama,Japan,,,"RJOB/OKJ - Okayama Airport, Okayama(Japan)"
RORE,IEJ,Iejima Airport,Okinawa,Japan,,,"RORE/IEJ - Iejima Airport, Okinawa(Japan)"
ROAH,OKA,Naha Airport,Okinawa,Japan,,,"ROAH/OKA - Naha Airport, Okinawa(Japan)"
ROMY,MMY,Miyako Airport,Okinawa,Japan,,,"ROMY/MMY - Miyako Airport, Okinawa(Japan)"
ROKR,KJP,Kerama Airport,Okinawa,Japan,,,"ROKR/KJP - Kerama Airport, Okinawa(Japan)"
ROKJ,UEO,Kumejima Airport,Okinawa,Japan,,,"ROKJ/UEO - Kumejima Airport, Okinawa(Japan)"
RORH,HTR,Hateruma Airport,Okinawa,Japan,,,"RORH/HTR - Hateruma Airport, Okinawa(Japan)"
RORK,KTD,Kita-Daito Airport,Okinawa,Japan,,,"RORK/KTD - Kita-Daito Airport, Okinawa(Japan)"
ROYN,OGN,Yonaguni Airport,Okinawa,Japan,,,"ROYN/OGN - Yonaguni Airport, Okinawa(Japan)"
ROIG,ISG,Ishigaki Airport,Okinawa,Japan,,,"ROIG/ISG - Ishigaki Airport, Okinawa(Japan)"
RORT,TRA,Tarama Airport,Okinawa,Japan,,,"RORT/TRA - Tarama Airport, Okinawa(Japan)"
RORA,AGJ,Aguni Airport,Okinawa,Japan,,,"RORA/AGJ - Aguni Airport, Okinawa(Japan)"
RORS,SHI,Shimojishima Airport,Okinawa,Japan,,,"RORS/SHI - Shimojishima Airport, Okinawa(Japan)"
ROMD,MMD,Minami-Daito Airport (New Minamidaito),Okinawa,Japan,,,"ROMD/MMD - Minami-Daito Airport (New Minamidaito), Okinawa(Japan)"
RJBB,KIX,Kansai Intl Airport,Osaka,Japan,,,"RJBB/KIX - Kansai Intl Airport, Osaka(Japan)"
RJFS,HSG,Saga Airport,Saga,Japan,,,"RJFS/HSG - Saga Airport, Saga(Japan)"
RJOC,IZO,Izumo Airport,Shimane,Japan,,,"RJOC/IZO - Izumo Airport, Shimane(Japan)"
RJNO,OKI,Oki Airport,Shimane,Japan,,,"RJNO/OKI - Oki Airport, Shimane(Japan)"
RJOW,IWJ,Iwami Airport,Shimane,Japan,,,"RJOW/IWJ - Iwami Airport, Shimane(Japan)"
RJTT,HND,Tokyo Intl Airport (Haneda),Tokyo,Japan,,,"RJTT/HND - Tokyo Intl Airport (Haneda), Tokyo(Japan)"
RJTO,OIM,Oshima Airport,Tokyo,Japan,,,"RJTO/OIM - Oshima Airport, Tokyo(Japan)"
RJTH,HAC,Hachijojima Airport,Tokyo,Japan,,,"RJTH/HAC - Hachijojima Airport, Tokyo(Japan)"
RJTQ,MYE,Miyakejima Airport,Tokyo,Japan,,,"RJTQ/MYE - Miyakejima Airport, Tokyo(Japan)"
RJOR,TTJ,Tottori Airport,Tottori,Japan,,,"RJOR/TTJ - Tottori Airport, Tottori(Japan)"
RJNT,TOY,Toyama Airport,Toyama,Japan,,,"RJNT/TOY - Toyama Airport, Toyama(Japan)"
RJBD,SHM,Nanki-Shirahama Airport,Wakayama,Japan,,,"RJBD/SHM - Nanki-Shirahama Airport, Wakayama(Japan)"
RJSY,SYO,Shonai Airport,Yamagata,Japan,,,"RJSY/SYO - Shonai Airport, Yamagata(Japan)"
RJSC,GAJ,Yamagata Airport,Yamagata,Japan,,,"RJSC/GAJ - Yamagata Airport, Yamagata(Japan)"
RJDC,UBJ,Yamaguchi Ube Airport,Yamaguchi,Japan,,,"RJDC/UBJ - Yamaguchi Ube Airport, Yamaguchi(Japan)"
OJAI,AMM,Queen Alia Intl,Amman,Jordan,,,"OJAI/AMM - Queen Alia Intl, Amman(Jordan)"
OJAM,ADJ,Marka Intl,Amman,Jordan,,,"OJAM/ADJ - Marka Intl, Amman(Jordan)"
OJAQ,AQJ,Aqaba Intl,Aqaba,Jordan,,,"OJAQ/AQJ - Aqaba Intl, Aqaba(Jordan)"
UATT,AKX,Aktyubinsk,Aktyubinsk,Kazakhstan,,,"UATT/AKX - Aktyubinsk, Aktyubinsk(Kazakhstan)"
UAAA,ALA,Almaty,Almaty,Kazakhstan,,,"UAAA/ALA - Almaty, Almaty(Kazakhstan)"
UACC,TSE,Astana,Astana,Kazakhstan,,,"UACC/TSE - Astana, Astana(Kazakhstan)"
UATG,GUW,Atyrau,Atyrau,Kazakhstan,,,"UATG/GUW - Atyrau, Atyrau(Kazakhstan)"
UAAH,BXH,Balkhash,Balkhash,Kazakhstan,,,"UAAH/BXH - Balkhash, Balkhash(Kazakhstan)"
UAKK,KGF,Karaganda,Karaganda,Kazakhstan,,,"UAKK/KGF - Karaganda, Karaganda(Kazakhstan)"
UAUU,KSN,Narimanovka,Kostanay,Kazakhstan,,,"UAUU/KSN - Narimanovka, Kostanay(Kazakhstan)"
UARR,URA,Uralsk,Uralsk,Kazakhstan,,,"UARR/URA - Uralsk, Uralsk(Kazakhstan)"
UAKD,DZN,Zhezkazgan,Zhezkazgan,Kazakhstan,,,"UAKD/DZN - Zhezkazgan, Zhezkazgan(Kazakhstan)"
HKAM,ASV,Amboseli,Amboseli,Kenya,,,"HKAM/ASV - Amboseli, Amboseli(Kenya)"
HKED,EDL,Eldoret,Eldoret,Kenya,,,"HKED/EDL - Eldoret, Eldoret(Kenya)"
HKES,EYS,Eliye Springs,Eliye Springs,Kenya,,,"HKES/EYS - Eliye Springs, Eliye Springs(Kenya)"
HKGA,GAS,Garissa,Garissa,Kenya,,,"HKGA/GAS - Garissa, Garissa(Kenya)"
HKHO,HOA,Hola,Hola,Kenya,,,"HKHO/HOA - Hola, Hola(Kenya)"
HKFG,FER,Ferguson's Gulf,Kalokol,Kenya,,,"HKFG/FER - Ferguson's Gulf, Kalokol(Kenya)"
